REP,LIDER,EQUIPE,OFFICE,CANAL,EXCL_REP_ME,EXCL_REP
ext_cabaraun,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,9
ext_cabbrend,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,10
ext_carolyma,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,13
ext_daisesil,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,2,12
ext_jaygomes,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,10
ext_kamolimp,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,4
ext_naifigue,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,7
ext_olsilved,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,25,30
ext_pelopdan,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,19,7
ext_thalimed,ext_sillidia,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,7
ext_annesouz,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,16
ext_anpalope,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,2
ext_bapjulia,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,18,27
ext_carolban,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,2,12
ext_matdomic,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,21
ext_moraipat,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,8,8
ext_olikarla,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,1
ext_pinigor,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,20,35
ext_santaju,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,14
ext_sueloure,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,8
ext_vivsique,ext_sipthiag,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,11
ext_amancoel,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,7
ext_biancbea,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,23,26
ext_clnilo,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,1
ext_davmacen,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,8
ext_davneri,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,4
ext_flgonana,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,1
ext_jamilgom,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,23
ext_liroana,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,38,14
ext_loluara,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,8
ext_nasillua,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,8
ext_raislima,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,2
ext_rossan,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,1
ext_thaynare,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,1
ext_thfiuza,ext_sterayan,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,2,2
ext_ademilso,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,9,7
ext_barcmari,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,11,5
ext_cajesjos,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,5,13
ext_erygonca,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,2,8
ext_fesounic,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,14,7
ext_gasouzma,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,13
ext_heomarci,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,4,4
ext_jeorange,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,4
ext_robivo,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,4
ext_tavaresl,ext_tavarelu,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,3
ext_alcarvda,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,3
ext_alcrrafa,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,15
ext_breteles,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,20,24
ext_brucarib,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,13,18
ext_edsuzart,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,9
ext_frnmaria,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,5
ext_froluana,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,6,13
ext_lazfelip,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,25
ext_lolgabri,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,70,23
ext_loluara,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,0,5
ext_menezelu,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,9
ext_micaellj,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,1,23
ext_padorea,ext_yvjesus,BR_ME_Sellers_Longtail,ATE,MULTICANAL CHAT,37,23
ext_simobisp,angelopez,BR_ME_Sellers_Longtail,KTA_BRASIL,CHAT,0,4
ext_alfecaro,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,CHAT,0,1
ext_cairian,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_clecerqu,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_gajjonas,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_joaosili,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_kelvinno,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_malimaga,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,2,0
ext_railpaz,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_simenlua,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_vanileol,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_yabastos,ext_anmagara,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_cathevit,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,21
ext_ceisabel,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,5,16
ext_covagabr,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_edpintma,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,7
ext_isfermar,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,10
ext_joaosili,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,31,0
ext_letisila,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,7,5
ext_livosori,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,10,7
ext_sambarau,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,19,6
ext_sijelari,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_vinivida,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,14,7
ext_yabastos,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,6
ext_yaregia,ext_carvmile,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,4,14
ext_hannahol,ext_feplucia,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_igsacram,ext_feplucia,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_alandmir,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_ansancam,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,26
ext_caif,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,110,14
ext_cauhora,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,18
ext_crjkaren,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,84,10
ext_exsan,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,3
ext_humorevi,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,7,24
ext_julietmu,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,3
ext_kelvinno,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,13
ext_kleyoliv,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_paun,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,20,0
ext_safegiov,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_uannasci,ext_ianfelip,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,50,8
ext_allanafe,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,10,8
ext_analouis,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,14,13
ext_anebonfi,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,14,12
ext_hevernas,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,6
ext_ityara,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,22
ext_jebriluc,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,16,5
ext_lagavazz,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,17
ext_mamila,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,10
ext_micaquin,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,13,33
ext_siribere,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,7,6
ext_suelcerq,ext_ingcoelh,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,11,19
ext_eliasasi,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,55,22
ext_glaborge,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_guildeus,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,11,5
ext_jofiscin,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,7,6
ext_marcclei,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,15,14
ext_marchen,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,3
ext_marilsa,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,7,4
ext_marisile,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,15
ext_marotond,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,14,4
ext_pobomfim,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,12,11
ext_taianunc,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_taias,ext_jocierib,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,15
ext_alaustri,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,37,37
ext_cacardma,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,45,20
ext_cleisosi,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,9
ext_cocaaman,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,6,11
ext_cofangel,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,21,28
ext_dandarac,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,21,10
ext_doairan,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,4,4
ext_frlobo,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,14
ext_keljenni,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,28,26
ext_luzmeire,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,12
ext_rasuene,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,7,18
ext_rocsilvi,ext_jodessa,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,22,12
ext_ankamile,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,3
ext_clalbmar,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,36,11
ext_edt,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,13
ext_elhelois,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,20
ext_emanubis,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,14
ext_emrebouc,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,21,19
ext_fafrois,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,16
ext_fanasmar,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,4,11
ext_gersreis,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,18,26
ext_jesusigo,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,16,20
ext_josenire,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,16
ext_prpina,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,21,21
ext_sarosane,ext_jovilcam,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,4,21
ext_ankamile,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,13,20
ext_cacastor,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,5,9
ext_dinizdan,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,2,10
ext_elaivasc,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,11,15
ext_elhelois,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_fejesube,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,23
ext_filvitor,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,12
ext_galimand,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,24,38
ext_julisani,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,26
ext_relana,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,12
ext_riscassi,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,5
ext_rogyasmi,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,12,8
ext_sicazais,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,6,8
ext_vinicco,ext_maanjmar,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,17,14
ext_clebmont,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,107,48
ext_cruzaria,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,11,17
ext_estbispo,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,40
ext_jaianero,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,14
ext_kecilene,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,123,10
ext_lors,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,31
ext_lucat,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_marisanu,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,13,21
ext_mesapatr,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,31,15
ext_munizcri,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,8
ext_solipaul,ext_macedoad,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,10,4
ext_anaregis,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,8
ext_bivinici,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,15
ext_brwinnie,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,12
ext_damascan,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,18,16
ext_elaragao,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,9
ext_flvarjao,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,17,14
ext_frlouise,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,26,4
ext_gosanisa,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_janierib,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,38,13
ext_maicvict,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,8,4
ext_mirecabr,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,35,2
ext_mtesca,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,21
ext_pirlara,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,9
ext_sogeisa,ext_pasaline,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,55,9
ext_adriolia,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,7
ext_alandmir,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,5,8
ext_aluzeda,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,4
ext_ampeixot,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,8
ext_beaoli,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,2,37
ext_filhedua,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,4,6
ext_hecocarl,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,27
ext_kanilo,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,4,15
ext_kleyoliv,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,34,9
ext_luaneman,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,8
ext_luscarla,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,9
ext_saferrcr,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,14,3
ext_xabianca,ext_raemanoe,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,4,11
ext_azevjuli,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_caiqmach,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,21,25
ext_coppaulo,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,5
ext_davidsri,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,30,21
ext_edirchav,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,12
ext_gumi,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,10,22
ext_jacimasa,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,31,10
ext_jessycli,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,28,44
ext_joladisl,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,25
ext_kamils,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,33,59
ext_macester,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,29,5
ext_nascil,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_renlaure,ext_sagadrie,BR_ME_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,12
ext_anthonso,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,17
ext_bedebatt,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,2
ext_brenabez,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,4
ext_carrozen,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,1
ext_coutmath,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,2,14
ext_crmorisa,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,5,35
ext_crslais,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,11
ext_danikaua,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,11
ext_derenova,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,6
ext_dopalito,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,1
ext_eduaapol,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,35
ext_fabridan,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,17
ext_gafahein,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,10,14
ext_gaferrem,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,3
ext_glmagnum,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,3
ext_israissa,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,7
ext_jodigna,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,1
ext_johander,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,15
ext_josrapha,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,6
ext_keltgome,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,10,13
ext_lirarafa,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,1
ext_livijoao,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,12,20
ext_nilsmart,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,2,2
ext_panobreg,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,12
ext_reketry,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,3
ext_sialvivi,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,5,9
ext_silgabro,ext_allkenne,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,11
ext_annamara,ext_danberg,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,12,38
ext_brenbelt,ext_danberg,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,63,232
ext_derenova,ext_danberg,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,11,14
ext_dopalito,ext_danberg,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,12
ext_elantas,ext_danberg,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,3,13
ext_evlucind,ext_danberg,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,19,142
ext_fabralbu,ext_danberg,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,1
ext_gamonjoa,ext_danberg,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,39
