proc,CDU,sol,senior,canal,s,p,d,nps,mot_det,mot_pro 
Transferencias de dinero,Promociones y campa�as,Promo��es - Cumpre requisitos - Resposta consulta,EXPERT,MULTICANAL CHAT,7,6,0,85.7,,
Transferencias de dinero,Usuario quiere anular retiro,Money out -Transfer�ncia para conta incorreta - Criar caso,EXPERT,MULTICANAL CHAT,7,7,0,100,,
Transferencias de dinero,Consultas Informativas,Consultas informativas - O que s�o e como funcionam as transfer�ncias inteligentes,NEWBIE,MULTICANAL CHAT,7,5,1,57.1,,
Transferencias de dinero,Consultas por acreditaci�n,Money In - Valor aprovado,EXPERT,MULTICANAL C2C,7,6,0,85.7,,
Transferencias de dinero,Consultas Informativas,Money out - Consultas informativas - Comprovante de transfer�ncia,TRAINING,MULTICANAL CHAT,6,6,0,100,,
Transferencias de dinero,Consultas por acreditaci�n,Money in - Transfer�ncia para conta incorreta - Contatamos a contraparte,NEWBIE,MULTICANAL CHAT,6,4,1,50,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Aprovada - Fora do prazo,TRAINING,MULTICANAL CHAT,6,5,0,83.3,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Pix aprovada - Fora do prazo,NEWBIE,MULTICANAL CHAT,6,5,1,66.7,,
Transferencias de dinero,Usuario quiere anular retiro,Money out - Transfer�ncia para conta incorreta - Contatamos contraparte,EXPERT,MULTICANAL C2C,6,6,0,100,,
Transferencias de dinero,Consultas Informativas,Money out - Consultas informativas - Como modificar limites de transfer�ncias,NEWBIE,MULTICANAL C2C,6,4,1,50,,
Transferencias de dinero,Consultas por acreditaci�n,Money in - Deve contatar o banco,EXPERT,MULTICANAL C2C,6,6,0,100,,
Transferencias de dinero,Promociones y campa�as,Promo��es - N�o cumpre os requisitos,EXPERT,MULTICANAL C2C,6,4,2,33.3,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Entre contas MP - Aprovada,EXPERT,MULTICANAL CHAT,6,6,0,100,,
Transferencias de dinero,Consultas Informativas,"Money In - Consultas informativas - Como adicionar dinheiro, custos e limites por pix",EXPERT,MULTICANAL C2C,6,4,2,33.3,,
Transferencias de dinero,Consultas por acreditaci�n,Money in - Deve contatar o banco,NEWBIE,MULTICANAL C2C,6,4,0,66.7,,
Transferencias de dinero,Consultas por acreditaci�n,Money in - Transfer�ncia para conta incorreta - Contatamos a contraparte,EXPERT,MULTICANAL CHAT,6,5,1,66.7,,
Transferencias de dinero,Consultas Informativas,Money Out - Limites de transfer�ncias,EXPERT,MULTICANAL C2C,6,2,4,-33.3,,
Transferencias de dinero,Consultas por rechazos,Money in - Payin recusado,EXPERT,MULTICANAL C2C,5,4,0,80,,
Transferencias de dinero,Generales,Contato de terceiro - Indicamos meios de atendimento para contato a partir da conta original,EXPERT,MULTICANAL CHAT,5,3,0,60,,
Transferencias de dinero,Cual el status de mi anulaci�n?,Money in - Transfer�ncia cancelada,EXPERT,MULTICANAL CHAT,5,3,1,40,,
Transferencias de dinero,Estado de mi transferencia,Money in - Payin devolvido e cancelado,NEWBIE,MULTICANAL CHAT,5,1,1,0,,
Transferencias de dinero,Consultas Informativas,Como agendar ou cancelar agendamento de uma transfer�ncia pix e recorrente,EXPERT,MULTICANAL C2C,5,5,0,100,,
Transferencias de dinero,Consultas por rechazos,Money in - Recusado por v�rios motivos,EXPERT,MULTICANAL C2C,5,3,1,40,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Inter pendente - Resposta consulta,EXPERT,MULTICANAL CHAT,5,3,2,20,,
Transferencias de dinero,Promociones y campa�as,Promo��es - Cumpre requisitos - Resposta consulta,TRAINING,MULTICANAL CHAT,5,4,0,80,,
Transferencias de dinero,Cual el status de mi anulaci�n?,Money in - Transfer�ncia devolvida,NEWBIE,MULTICANAL CHAT,5,3,0,60,,
Transferencias de dinero,Usuario quiere anular retiro,Money out - Entre contas MP - Aprovada - Pedir devolu��o,NEWBIE,MULTICANAL CHAT,5,5,0,100,,
Transferencias de dinero,Consultas Informativas,Consultas informativas - O que s�o e como funcionam as transfer�ncias inteligentes,EXPERT,MULTICANAL CHAT,5,4,0,80,,
Transferencias de dinero,Generales,Contato de terceiro - Indicamos meios de atendimento para contato a partir da conta original,NEWBIE,MULTICANAL C2C,5,2,2,0,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Pix aprovada - Fora do prazo,EXPERT,MULTICANAL CHAT,5,5,0,100,,
Transferencias de dinero,Consultas por rechazos,Money in - Recusado por v�rios motivos,TRAINING,MULTICANAL CHAT,5,2,1,20,,
Transferencias de dinero,Cual el status de mi anulaci�n?,Money in - Transfer�ncia devolvida,EXPERT,MULTICANAL CHAT,5,4,1,60,,
Transferencias de dinero,Consultas Informativas,Money Out - Limites de transfer�ncias,NEWBIE,MULTICANAL C2C,5,4,1,60,,
Transferencias de dinero,Consultas Informativas,Money in - Consultas informativas - O que � a TED e como receber,EXPERT,MULTICANAL C2C,4,4,0,100,,
Transferencias de dinero,Promociones y campa�as,Promo��es - Campanha n�o encontrada - Resposta consulta,NEWBIE,MULTICANAL CHAT,4,1,2,-25,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Devolvida com dinheiro na conta ou mercado cr�dito,EXPERT,MULTICANAL CHAT,4,3,1,50,,
Transferencias de dinero,C�mo cancelar o devolver una transferencia?,Money In - aprovada n�o � PIX - Devolver o valor,NEWBIE,MULTICANAL CHAT,4,3,1,50,,
Transferencias de dinero,Promociones y campa�as,Promo��es - N�o cumpre os requisitos,NEWBIE,MULTICANAL C2C,4,1,3,-50,,
Transferencias de dinero,Estado de mi transferencia,Money in - Payin devolvido e cancelado,EXPERT,MULTICANAL CHAT,4,2,1,25,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Devolvida com dinheiro na conta ou mercado cr�dito,TRAINING,MULTICANAL CHAT,4,4,0,100,,
Transferencias de dinero,Consultas por acreditaci�n,,NEWBIE,MULTICANAL C2C,4,3,1,50,,
Transferencias de dinero,Promociones y campa�as,Promo��es - Desconto aplicado,NEWBIE,MULTICANAL C2C,3,3,0,100,,
Transferencias de dinero,Usuario quiere anular retiro,Money Out -  intra MP - Aprovado em conta da mesma titularidade,EXPERT,MULTICANAL CHAT,3,2,1,33.3,,
Transferencias de dinero,Usuario quiere anular retiro,Money out - Entre contas MP - Estado da solicita��o de devolu��o,NEWBIE,MULTICANAL C2C,3,2,1,33.3,,
Transferencias de dinero,Usuario quiere anular retiro,Money out -Transfer�ncia para conta incorreta - Criar caso,NEWBIE,MULTICANAL C2C,3,3,0,100,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Pendente - Dentro do prazo,EXPERT,MULTICANAL C2C,3,2,1,33.3,,
Transferencias de dinero,Usuario quiere anular retiro,Money out - Reembolsado parcialmente - Dentro do prazo,NEWBIE,MULTICANAL CHAT,3,2,0,66.7,,
Transferencias de dinero,Consultas por rechazos,Money out - Recusado alto risco - Liberamos transa��o,NEWBIE,MULTICANAL C2C,3,3,0,100,,
Transferencias de dinero,Consultas Informativas,Money Out - Limites de transfer�ncias,EXPERT,MULTICANAL CHAT,3,2,0,66.7,,
Transferencias de dinero,Consultas Informativas,Money Out - Limites de transfer�ncias,NEWBIE,MULTICANAL CHAT,3,2,1,33.3,,
Transferencias de dinero,Usuario quiere anular retiro,Money out - Transfer�ncia cancelada,EXPERT,MULTICANAL CHAT,3,2,1,33.3,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Devolvida com dinheiro na conta ou mercado cr�dito,EXPERT,MULTICANAL C2C,3,2,0,66.7,,
Transferencias de dinero,Usuario quiere anular retiro,Money out - Entre contas MP - Estado da solicita��o de devolu��o,NEWBIE,MULTICANAL CHAT,3,2,0,66.7,,
Transferencias de dinero,Generales,Contato de terceiro - Indicamos meios de atendimento para contato a partir da conta original,NEWBIE,MULTICANAL CHAT,3,2,1,33.3,,
Transferencias de dinero,Usuario quiere anular retiro,Money out - Entre contas MP - Aprovada - Pedir devolu��o,EXPERT,MULTICANAL CHAT,3,2,1,33.3,,
Transferencias de dinero,Consultas por acreditaci�n,,EXPERT,MULTICANAL C2C,3,2,0,66.7,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Entre contas MP - Aprovada,NEWBIE,MULTICANAL C2C,3,1,1,0,,
Transferencias de dinero,Consultas por acreditaci�n,Money In - Payin pendente (pending),EXPERT,MULTICANAL CHAT,3,1,1,0,,
Transferencias de dinero,Cual el status de mi anulaci�n?,Money in - Transfer�ncia cancelada,NEWBIE,MULTICANAL C2C,3,2,1,33.3,,
Transferencias de dinero,Promociones y campa�as,Promo��es - N�o cumpre os requisitos,TRAINING,MULTICANAL CHAT,3,2,1,33.3,,
Transferencias de dinero,Promociones y campa�as,Promo��es - Bonificamos por Exce��o - Desconto n�o aplicado,TRAINING,MULTICANAL CHAT,3,3,0,100,,
Transferencias de dinero,Consultas Informativas,Consultas informativas - O que s�o e como funcionam as transfer�ncias inteligentes,NEWBIE,MULTICANAL C2C,3,2,0,66.7,,
Transferencias de dinero,C�mo cancelar o devolver una transferencia?,Money In - aprovada n�o � PIX - Devolver o valor,NEWBIE,MULTICANAL C2C,3,2,0,66.7,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - Pix aprovada - Fora do prazo,EXPERT,MULTICANAL C2C,3,2,0,66.7,,
Transferencias de dinero,Consultas por acreditaci�n,Money out - TED aprovada - Fora do prazo,EXPERT,MULTICANAL C2C,3,2,0,66.7,,
Transferencias de dinero,Consultas Informativas,Money In - Consultas informativas - O que � e como adicionar dinheiro por dep�sito agendado,NEWBIE,MULTICANAL CHAT,3,2,1,33.3,,
Transferencias de dinero,Consultas Informativas,Money in - Consultas informativas - O que � a TED e como receber,NEWBIE,MULTICANAL C2C,3,3,0,100,,
Transferencias de dinero,Generales,Contato de terceiro - Indicamos meios de atendimento para contato a partir da conta original,EXPERT,MULTICANAL C2C,3,2,1,33.3,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio demorado - informamos data de entrega (C),EXPERT,MULTICANAL CHAT,3214,2244,512,53.9,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - informamos data de entrega (C),EXPERT,MULTICANAL CHAT,1432,1068,199,60.7,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio demorado - informamos data de entrega (C),NEWBIE,MULTICANAL CHAT,1258,881,216,52.9,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - executamos cancelamento altera��o de estado (C),EXPERT,MULTICANAL CHAT,725,588,60,72.8,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio demorado - informamos data de entrega (C),EXPERT,MULTICANAL C2C,600,360,163,32.8,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - informamos data de entrega (C),NEWBIE,MULTICANAL CHAT,596,441,89,59.1,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - executamos cancelamento express (C),EXPERT,MULTICANAL CHAT,562,444,65,67.4,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Reclama por PNR: reclama��o - preciso que chegue,EXPERT,MULTICANAL CHAT,481,352,65,59.7,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - executamos cancelamento altera��o de estado (C),NEWBIE,MULTICANAL CHAT,314,257,31,72,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - informamos data de entrega (C),EXPERT,MULTICANAL C2C,300,188,75,37.7,,
Viaje del paquete - Comprador,Necesita que le liberen el dinero,Envio cancelado - informa��es sobre cancelamento e reembolso (C),EXPERT,MULTICANAL CHAT,292,209,51,54.1,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio demorado - informamos data de entrega (C),NEWBIE,MULTICANAL C2C,260,152,87,25,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - executamos cancelamento express (C),NEWBIE,MULTICANAL CHAT,260,210,17,74.2,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio cancelado - informamos cancelamento por MELI / vendedor (C),EXPERT,MULTICANAL CHAT,258,159,59,38.8,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Reclama por PNR: reclama��o - preciso que chegue,NEWBIE,MULTICANAL CHAT,222,161,32,58.1,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Reclama por PNR: informamos o status do envio,EXPERT,MULTICANAL CHAT,216,180,15,76.4,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - informamos data de entrega (C),NEWBIE,MULTICANAL C2C,210,118,78,19,,
Viaje del paquete - Comprador,Bugs,Gest�o manual - Problema resolvido,EXPERT,MULTICANAL CHAT,188,136,25,59,,
Viaje del paquete - Comprador,Bugs,Gest�o manual - Problema resolvido,NEWBIE,MULTICANAL CHAT,178,130,31,55.6,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - informamos tentativas de entrega (C),EXPERT,MULTICANAL CHAT,162,114,27,53.7,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - executamos cancelamento altera��o de estado (C),EXPERT,MULTICANAL C2C,162,120,29,56.2,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - executamos cancelamento express (C),EXPERT,MULTICANAL C2C,159,125,26,62.3,,
Viaje del paquete - Comprador,Necesita que le liberen el dinero,Envio cancelado - informa��es sobre cancelamento e reembolso (C),NEWBIE,MULTICANAL CHAT,142,107,17,63.4,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Reclama por PNR: reclama��o - quero cancelar,EXPERT,MULTICANAL CHAT,130,100,17,63.8,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Reclama por PNR: reclama��o - preciso que chegue,EXPERT,MULTICANAL C2C,126,76,30,36.5,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio cancelado - informamos cancelamento por MELI / vendedor (C),NEWBIE,MULTICANAL CHAT,121,75,28,38.8,,
Viaje del paquete - Comprador,Quiere reportar problemas con el transportista,Problemas com o transportador - severidade baixa (C),EXPERT,MULTICANAL CHAT,119,87,14,61.3,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Pacote em devolu��o: explicamos motivo ao comprador - n�o bonificamos,EXPERT,MULTICANAL CHAT,104,74,18,53.8,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Reclama por PNR: informamos o status do envio,NEWBIE,MULTICANAL CHAT,103,80,13,65,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - retirada na ag�ncia,EXPERT,MULTICANAL CHAT,87,67,8,67.8,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio demorado - informamos data de entrega (C),TRAINING,MULTICANAL CHAT,85,51,23,32.9,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - executamos cancelamento express (C),NEWBIE,MULTICANAL C2C,85,59,18,48.2,,
Viaje del paquete - Comprador,Reclamo PNR,Reclama por PNR: n�o � poss�vel iniciar a reclama��o,EXPERT,MULTICANAL CHAT,84,52,21,36.9,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Pacote em devolu��o: informamos o motivo ao comprador,EXPERT,MULTICANAL CHAT,84,49,14,41.7,,
Viaje del paquete - Comprador,Reclamo PNR,Reclama por PNR: j� existe uma reclama��o em aberto,EXPERT,MULTICANAL CHAT,83,63,11,62.7,,
Viaje del paquete - Comprador,Generales,Contato de terceiro - Indicamos meios de atendimento para contato a partir da conta original,EXPERT,MULTICANAL CHAT,75,51,21,40,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - executamos cancelamento altera��o de estado (C),NEWBIE,MULTICANAL C2C,75,59,10,65.3,,
Viaje del paquete - Comprador,Quiere reportar problemas con el transportista,Problemas com o transportador - severidade baixa (C),EXPERT,MULTICANAL C2C,73,48,17,42.5,,
Viaje del paquete - Comprador,Quiere cambiar la direcci�n o receptor del env�o,Mudar endere�o - n�o � poss�vel (C),EXPERT,MULTICANAL CHAT,69,57,7,72.5,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Reclama por PNR: informamos o status do envio,EXPERT,MULTICANAL C2C,69,44,15,42,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Pacote em devolu��o: informamos o motivo ao comprador,NEWBIE,MULTICANAL CHAT,59,38,11,45.8,,
Viaje del paquete - Comprador,Bugs,Gest�o manual - Problema resolvido,EXPERT,MULTICANAL C2C,55,34,13,38.2,,
Viaje del paquete - Comprador,Quiere reportar problemas con el transportista,Problemas com o transportador - severidade baixa (C),NEWBIE,MULTICANAL CHAT,53,43,5,71.7,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - informamos tentativas de entrega (C),NEWBIE,MULTICANAL CHAT,53,37,12,47.2,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Envio a caminho - n�o pode cancelar rejei��o na porta (C),EXPERT,MULTICANAL CHAT,51,39,7,62.7,,
Viaje del paquete - Comprador,Necesita que le liberen el dinero,Envio cancelado - informa��es sobre cancelamento e reembolso (C),EXPERT,MULTICANAL C2C,50,35,11,48,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Pacote em devolu��o: explicamos motivo ao comprador - n�o bonificamos,NEWBIE,MULTICANAL CHAT,48,27,12,31.3,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Reclama por PNR: reclama��o - preciso que chegue,NEWBIE,MULTICANAL C2C,48,26,14,25,,
Viaje del paquete - Comprador,Necesita que le liberen el dinero,Envio cancelado - informa��es sobre cancelamento e reembolso (C),NEWBIE,MULTICANAL C2C,47,29,12,36.2,,
Viaje del paquete - Comprador,Quiere cancelar o reprogramar el env�o,Reclama por PNR: reclama��o - quero cancelar,EXPERT,MULTICANAL C2C,45,33,6,60,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio cancelado - informamos cancelamento por MELI / vendedor (C),EXPERT,MULTICANAL C2C,43,32,8,55.8,,
Viaje del paquete - Comprador,Quiere cambiar la direcci�n o receptor del env�o,Mudar endere�o - executamos a mudan�a (C),EXPERT,MULTICANAL CHAT,41,33,4,70.7,,
Viaje del paquete - Comprador,Reclamo PNR,Reclama por PNR: j� existe uma reclama��o em aberto,NEWBIE,MULTICANAL CHAT,40,33,4,72.5,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - retirada na ag�ncia,NEWBIE,MULTICANAL CHAT,38,25,8,44.7,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - informamos data de entrega (C),TRAINING,MULTICANAL CHAT,38,20,12,21.1,,
Viaje del paquete - Comprador,Bugs,Gest�o manual - Problema resolvido,NEWBIE,MULTICANAL C2C,37,21,9,32.4,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Envio a caminho - informamos tentativas de entrega (C),EXPERT,MULTICANAL C2C,35,25,6,54.3,,
Viaje del paquete - Comprador,Tiene dudas sobre el estado del envio,Reclama por PNR: informamos o status do envio,NEWBIE,MULTICANAL C2C,35,20,12,22.9,,
