REP,LIDER,EQUIPE,OFFICE,CANAL,EXCL_REP_ME,EXCL_REP
ext_panobreg,ext_kasssouz,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,45,65
ext_riamaran,ext_kasssouz,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,26
ext_rocoluiz,ext_kasssouz,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,231,335
ext_silimama,ext_kasssouz,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,6,39
ext_soushelo,ext_kasssouz,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,14,144
ext_tavamath,ext_kasssouz,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,36,175
ext_thiaraga,ext_kasssouz,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,28,102
ext_annamara,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,1
ext_camottma,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,29,57
ext_coutmath,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,35
ext_decristh,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,24,96
ext_eduaapol,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,17,44
ext_evheydry,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,10,75
ext_franrian,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,15,59
ext_gusangab,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,6,230
ext_hefrrafa,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,8,110
ext_hevmarco,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,1
ext_jonatfig,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,66
ext_kaikvict,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,10,24
ext_kedysilv,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,10,82
ext_mariasis,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,11,43
ext_penasana,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,28,36
ext_raquedan,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,7,84
ext_reketry,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,11,27
ext_tainfeli,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,4,35
ext_tekaiki,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,13,20
ext_thabande,ext_maramanc,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,39,58
ext_alfilha,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,2,11
ext_biacassi,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,25,109
ext_coeverto,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,14,157
ext_crlimgab,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,11
ext_elizamel,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,14,106
ext_elizamel,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,24
ext_gabgamba,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,25,130
ext_gabrrais,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,2,17
ext_georvito,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,4,0
ext_georvito,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,10,23
ext_jenguede,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,8
ext_kalebarr,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,9,24
ext_kekely,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,2
ext_luaevert,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,13,8
ext_luaevert,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,17,67
ext_mabemath,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,39,126
ext_nimattos,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,5,44
ext_pafernma,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,1,33
ext_pimluiz,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,25
ext_pimluiz,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,1
ext_samigfra,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,11,0
ext_samigfra,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,1,3
ext_sapaumar,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,30,60
ext_seandres,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,20,20
ext_thaysbri,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,20
ext_violandr,ext_raphenri,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,4
ext_anthonso,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,24,89
ext_biancbez,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,41,248
ext_brenabez,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,4
ext_carrozen,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,66
ext_crmorisa,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,2
ext_crpereid,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,8,53
ext_crslais,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,3,10
ext_danikaua,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,2,25
ext_derenova,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,9
ext_dopalito,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,2,6
ext_edcnogue,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,10
ext_fabridan,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,15
ext_gafahein,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,20
ext_gaferrem,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,2
ext_gamonjoa,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,10
ext_georvito,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,15
ext_glmagnum,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,17
ext_gueraldo,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,9,16
ext_huaarauj,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,2,49
ext_israissa,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,3
ext_jodigna,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,7
ext_johander,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,10
ext_kapergen,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,29
ext_keltgome,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,12,16
ext_lirarafa,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,3
ext_luzitcru,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,3,58
ext_marcioda,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,5,12
ext_mavidere,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,35
ext_nilsmart,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,6,7
ext_panobreg,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,7
ext_pimluiz,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,21
ext_reketry,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,10
ext_ritacard,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,2,40
ext_roswesll,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,30
ext_silimaya,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,3,136
ext_sisanigo,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,93
ext_thaynata,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,10
ext_thaysbri,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,10,18
ext_vivrafae,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,15,163
ext_wesllbri,ext_ribeipab,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,14,76
ext_jozarodr,ext_sergfrei,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,4
ext_annamara,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,2,13
ext_anthonso,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,7
ext_brenbelt,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,11
ext_crlimgab,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,1,54
ext_crpereid,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,11,43
ext_elizamel,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,17,117
ext_erraquie,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,4,23
ext_gabrrais,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,13,32
ext_gafahein,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,35
ext_giluara,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,5,40
ext_henrikma,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,20,73
ext_igmarinh,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,11,30
ext_jefseraf,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,41,33
ext_jenguede,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,2,38
ext_jozarodr,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,1
ext_kalebarr,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,10,25
ext_kekely,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,12
ext_kerehapu,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,11,44
ext_kervaler,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,6,33
ext_luaevert,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,14,54
ext_mariepau,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,0,29
ext_medeanna,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,3,43
ext_perlthai,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,35,25
ext_recristh,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,13,44
ext_ritacard,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,11,29
ext_samigfra,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,10
ext_seandres,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,15,90
ext_silgabro,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,1,22
ext_simauluc,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,46,77
ext_taycarlo,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,19,49
ext_vascpedr,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,4,12
ext_violandr,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL CHAT,0,21
ext_vivrafae,ext_vinujoao,BR_Publicaciones_Sellers_Longtail,AEC,MULTICANAL C2C,2,9
ext_cervitor,ext_adaconce,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,6,8
ext_jonatnev,ext_adaconce,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_jucanari,ext_adaconce,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_wagisele,ext_adaconce,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_aibarbos,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,0
ext_almeireb,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,7
ext_almjosie,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_amejoao,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_antassil,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_arialuan,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,24,5
ext_bastofab,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_breleute,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_cacorcin,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,9,3
ext_conceier,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,5
ext_coneveli,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_courafae,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,7
ext_diegmatt,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,26,14
ext_esamor,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_gusamate,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,13
ext_helbbati,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,10,2
ext_isadriel,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_jacaalve,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,9
ext_jealane,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_jesilvra,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,3
ext_jesobian,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_jociansa,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_jorssant,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_laoliana,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,17
ext_laracort,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,5
ext_lirabeat,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,7
ext_luaevell,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_manuellj,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_masantav,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,6
ext_mervicto,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,6,0
ext_morejenn,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_nasane,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,12
ext_neoscar,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_olargeov,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_pamelata,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,9
ext_paulaste,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,3
ext_raibrend,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_reanbeat,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,0
ext_rosianso,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_saconjoa,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_sandrofa,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,4
ext_sanmarii,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_sasrosea,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_sipatran,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_sirochaj,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_sobarbog,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,1
ext_sosougab,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,5,5
ext_stepdomi,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,3
ext_sucafe,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,9
ext_tayanvit,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,8
ext_thalitne,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_vamacena,ext_anmagara,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,3
ext_amaellen,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,42,56
ext_beatc,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,2
ext_daipimen,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,13,52
ext_dandarao,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,37
ext_edileucr,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,38
ext_emsofia,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,44,104
ext_evevasco,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,34,54
ext_isadalbu,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,13,78
ext_kaykerod,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,19,30
ext_manuellj,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,23
ext_michelqu,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,17,26
ext_naroma,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,19,29
ext_queborge,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,25
ext_railcost,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,12
ext_saconmat,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,13
ext_sasamile,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,13
ext_simarmic,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,45,59
ext_soluci,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,2,33
ext_valdnfer,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,7
ext_valsandr,ext_barbarke,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,6,39
ext_alexiaso,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,15,25
ext_brugo,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,23,39
ext_contrega,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,19,39
ext_coumaril,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,18
ext_danianun,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,14
ext_dasoudan,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,29,55
ext_elissaro,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,10
ext_ellbarau,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,31,16
ext_ferremai,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,16
ext_geovkell,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,25,60
ext_jadnaiar,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,10,35
ext_jecaalin,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,26,37
ext_kaykerod,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,11,31
ext_luanolia,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,18
ext_melostef,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,3,53
ext_michelqu,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,23
ext_milesil,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,65,53
ext_misacruz,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,16,38
ext_olanfeli,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,2,58
ext_pabarroa,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,39,38
ext_railcost,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,35,73
ext_saconmat,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,16,20
ext_safernaf,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,11
ext_sasamile,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,48
ext_sasoarva,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,26
ext_soluci,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,2,41
ext_valesjul,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,16
ext_wilsojes,ext_breleute,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,1,16
ext_brugo,ext_carvapri,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,25
ext_coneveli,ext_carvapri,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,13
ext_contrega,ext_carvapri,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,10
ext_coumaril,ext_carvapri,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,17,65
ext_danianun,ext_carvapri,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,0,12
ext_ferremai,ext_carvapri,BR_Publicaciones_Sellers_Longtail,KTA_BRASIL,MULTICANAL CHAT,4,59
